LEXEME,"('IMPF', 'PFV')","('IMPF', 'IRR')","('PFV', 'IRR')"
V198_kaa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V199_santoo, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V200_kontoo, ⇌ iɕi / _[-lat]*[+syll], ⇌ ko / _[-lat]*[+syll],iɕi ⇌ ko / _[-lat]*[+syll]
V201_ntañuu, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V202_ntaa,koa ⇌ i / _ⁿdaa,koa ⇌  / _ⁿdaa,i ⇌  / _[-long]*[+syll]
V203_xinu, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V204_katxa, ⇌ i / _[-long]*[+syll],ɕ ⇌ k / _[-strid -lat -long]*[-cg -strid -lat -long][a-e-i-o],iɕ ⇌ k / _[-strid -lat -long]*[a-e-i-o]
V205_kuitxa, ⇌ i / _[-long]*[+syll],ɕ ⇌ ko / _a?[-strid -lat -del.rel -long][n-r-t-ð-ɕ-ɾ-ʒ-ⁿd-ⁿd͡ʑ-t͡ɕ]?[+syll],iɕ ⇌ ko / _a?[-strid -lat -del.rel -long][n-r-t-ð-ɕ-ɾ-ʒ-ⁿd-ⁿd͡ʑ-t͡ɕ]?[+syll]
V206_yakun, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V207_katei, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V208_nañu, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V209_nuntxa'a, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V210_ntiku'unini, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V211_saya'a, ⇌ i / _[-long]*[+syll],sa ⇌  / _ⁿd?[a-e-f-i-o-r-w-ɕ-ʒ-β][a-k-kʷ][a-ʔ]a,isa ⇌  / _ⁿd?[a-e-f-i-o-r-w-ɕ-ʒ-β][a-k-kʷ][a-ʔ]a
V212_ku'ni, ⇌ i / _[-long]*[+syll],ɕ ⇌ k / _[-strid -lat -long]*[-cg -strid -lat -long][a-e-i-o],iɕ ⇌ k / _[-strid -lat -long]*[a-e-i-o]
V213_kaan, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V214_yata, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V215_ka'ntxi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V216_xuun, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V217_tuun, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V218_chikava'a, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V219_ntakaa, ⇌ i / _[-long]*[+syll],sa ⇌  / _ⁿd?[a-e-f-i-o-r-w-ɕ-ʒ-β][a-k-kʷ][a-ʔ]a,isa ⇌  / _ⁿd?[a-e-f-i-o-r-w-ɕ-ʒ-β][a-k-kʷ][a-ʔ]a
V220_chikanii, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V221_yivintxaa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V222_chikili, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V223_txa'ntxa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V224_kuntasi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V225_kuntakaa, ⇌ iɕi / _[-lat]*[+syll], ⇌ ko / _[-lat]*[+syll],iɕi ⇌ ko / _[-lat]*[+syll]
V226_cho'o, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V227_kuva'a, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V228_kee, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V229_kai, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V230_ka'a, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V231_sakuachi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V232_shita, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V233_ntakaxi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V234_txaa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V235_sana'a, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V236_ntuva'a, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V237_saka, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V238_chita'an, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V239_ntakuni, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V240_sanuntxa'a, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V241_kununu, ⇌ i / _[-long]*[+syll],ɕi_a ⇌ _ono / _k_no,iɕika ⇌ kono / _no
V242_kakintxaa, ⇌ i / _[-long]*[+syll],ɕ ⇌ k / _[-strid -lat -long]*[-cg -strid -lat -long][a-e-i-o],iɕ ⇌ k / _[-strid -lat -long]*[a-e-i-o]
V243_ta'vi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V244_kavanuu, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V245_ntisaka, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V246_saa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V247_kuntaa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V248_ntxikokoo, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V249_kukuaan, ⇌ iko / _[f-g-k-p-t-ð-ɕ-ʒ-β-ⁿd-kʷ-ⁿd͡ʑ-t͡ɕ][a-e-o][-lat][+syll], ⇌ ko / _[-lat]*[+syll],i ⇌  / _[-long]*[+syll]
V250_kuxiva'a,_o ⇌ iko_i / _ɕ_βaʔa,_o ⇌ ko_i / _ɕ_βaʔa,i ⇌  / _[-long]*[+syll]
V251_kukuii, ⇌ iko / _[f-g-k-p-t-ð-ɕ-ʒ-β-ⁿd-kʷ-ⁿd͡ʑ-t͡ɕ][a-e-o][-lat][+syll], ⇌ ko / _[-lat]*[+syll],i ⇌  / _[-long]*[+syll]
V252_kuita, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V253_kuntxee, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V254_shu'un, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V255_sana, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V256_ntatava, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V257_chintxaa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V258_xixin, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V259_chiko'va, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V260_sakee, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V261_sakoyo, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V262_kuntxitxa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V263_numi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V264_ntantiki, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V265_sante'i, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V266_ntasaa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V267_kunte'i, ⇌ iko / _[f-g-k-p-t-ð-ɕ-ʒ-β-ⁿd-kʷ-ⁿd͡ʑ-t͡ɕ][a-e-o][-lat][+syll], ⇌ ko / _[-lat]*[+syll],i ⇌  / _[-long]*[+syll]
V268_tana, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V269_txañu, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V270_txian, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V271_kukuiin, ⇌ i / _[-long]*[+syll],ɕi ⇌ ko / _[-lat]*[e-i-o-õ-ĩ-ẽ],iɕi ⇌ ko / _[-lat]*[+syll]
V272_ntakasi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V273_sakitxi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V274_saketa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V275_ntiko'o, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V276_kuxiva'a, ⇌ iki / _ɕiβaʔa, ⇌ ki / _ɕiβaʔa,i ⇌  / _[-long]*[+syll]
V277_ni'i, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V278_kuntxita, ⇌ i / _[-long]*[+syll],t͡ʃi ⇌ ko / _ⁿd͡ʑita,it͡ʃi ⇌ ko / _ⁿd͡ʑita
V279_ntxiko, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V280_santxiko, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V281_ntachikaa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V282_nta'ava, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V283_kuna'a, ⇌ iɕi / _[-lat]*[+syll], ⇌ ko / _[-lat]*[+syll],iɕi ⇌ ko / _[-lat]*[+syll]
V284_ntikua'a, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V285_kunaa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V286_ñani, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V287_ntaka'nu, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V288_koso, ⇌ i / _[-long]*[+syll],s ⇌ k / _[a-e-o]s[e-i-o],is ⇌ k / _[a-e-o]s[e-i-o]
V289_titi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V290_ka'nu, ⇌ i / _[-long]*[+syll],ɕ ⇌ k / _[-strid -lat -long]*[-cg -strid -lat -long][a-e-i-o],iɕ ⇌ k / _[-strid -lat -long]*[a-e-i-o]
V291_kutatxi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V292_takue'e, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V293_kutatan, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V294_shatxa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V295_chichi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V296_ntaxin, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V297_ñu'ma, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V298_kava, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V299_kaan, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V300_kaya, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V301_kantxaa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V302_ka'vi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V303_kata, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V304_kuun, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V305_kisi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V306_kuya'vi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V307_kokonii, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V308_kokona'na, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V309_kuchuun, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V310_sama, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V311_ntasama, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V312_nana, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V313_nta'a, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V314_xaxan, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V315_ntxitxa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V316_sayaa, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V317_ta'ni, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V318_kuyatxi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V319_xo'o, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V320_xini, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V321_kasi, ⇌ i / _[-long]*[+syll],s ⇌ k / _[a-e-o]s[e-i-o],is ⇌ k / _[a-e-o]s[e-i-o]
V322_katxa, ⇌ i / _[-long]*[+syll],ɕ ⇌ k / _[-strid -lat -long]*[-cg -strid -lat -long][a-e-i-o],iɕ ⇌ k / _[-strid -lat -long]*[a-e-i-o]
V323_kuchishi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V324_ntichishi, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V325_ntxii, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V326_kukiniini, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V327_xi'in, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V328_kuntaya, ⇌ i / _[-long]*[+syll], ⇌ ko / _[-lat]*[+syll],i ⇌ ko / _ⁿdaʔʒa
V329_sakua'na, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V330_xiti, ⇌ i / _[-long]*[+syll],ɕ ⇌ ko / _a?[-strid -lat -del.rel -long][n-r-t-ð-ɕ-ɾ-ʒ-ⁿd-ⁿd͡ʑ-t͡ɕ]?[+syll],iɕ ⇌ ko / _a?[-strid -lat -del.rel -long][n-r-t-ð-ɕ-ɾ-ʒ-ⁿd-ⁿd͡ʑ-t͡ɕ]?[+syll]
V331_yoso, ⇌ iko / _[f-g-k-p-t-ð-ɕ-ʒ-β-ⁿd-kʷ-ⁿd͡ʑ-t͡ɕ][a-e-o][-lat][+syll], ⇌ ko / _[-lat]*[+syll],i ⇌  / _[-long]*[+syll]
V332_kunii, ⇌ iɕi / _[-lat]*[+syll], ⇌ ko / _[-lat]*[+syll],iɕi ⇌ ko / _[-lat]*[+syll]
V333_kakanuu, ⇌ i / _[-long]*[+syll],ɕi ⇌ ka / _[-cg -strid -lat -del.rel -long]*[-strid -lat -nas -long]*[-highV],iɕi ⇌ ka / _[-cg -strid -lat -del.rel -long]*[-strid -lat -nas -long]*[-highV]
V334_kuntxaka, ⇌ iɕi / _[-lat]*[+syll], ⇌ ko / _[-lat]*[+syll],iɕi ⇌ ko / _[-lat]*[+syll]
V335_ntxee, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
V336_shiko, ⇌ i / _[-long]*[+syll], ⇌  / [-long]*,i ⇌  / _[-long]*[+syll]
